Dataset,GWAS Type,Error Type,Error Rate,Approach,Epsilon,Retention Ratio
lactose,odds,flipping,1.0,ldp,2,0.19507360520125805
lactose,odds,flipping,0.9,ldp,3,0.1841788247891848
lactose,odds,flipping,0.8,ldp,4,0.14920823101024638
lactose,odds,flipping,0.9,ldp,3,0.1500659693672678
lactose,odds,flipping,1.0,ldp,3,0.18841345772656393
lactose,odds,flipping,0.9,ldp,3,0.12102032621374081
lactose,odds,flipping,1.0,ldp,3,0.20288782584947718
lactose,odds,flipping,1.0,ldp,3,0.16930517747178686
lactose,odds,flipping,1.0,ldp,3,0.14228576966109008
lactose,odds,flipping,0.9,ldp,4,0.18094728187085302
lactose,odds,flipping,0.9,ldp,4,0.1390041493775933
lactose,odds,flipping,1.0,ldp,3,0.19034278616169353
lactose,odds,flipping,1.0,ldp,3,0.19092422760789707
lactose,odds,flipping,0.0,ldp,4,0.6182572614107884
lactose,odds,flipping,0.0,ldp,4,0.6390041493775933
lactose,odds,flipping,0.0,ldp,4,0.6431535269709544
lactose,odds,flipping,1.0,ldp,3,0.12153888169428517
lactose,odds,flipping,0.0,ldp,4,0.6680497925311203
lactose,odds,flipping,0.0,ldp,4,0.6307053941908713
lactose,odds,flipping,0.0,ldp,4,0.6265560165975104
lactose,odds,flipping,0.0,ldp,4,0.6390041493775933
lactose,odds,flipping,0.0,ldp,4,0.6390041493775933
lactose,odds,flipping,0.0,ldp,5,0.6390041493775933
lactose,odds,flipping,0.0,ldp,5,0.6639004149377593
lactose,odds,flipping,0.0,ldp,5,0.6556016597510373
lactose,odds,flipping,0.0,ldp,5,0.6390041493775933
lactose,odds,flipping,0.0,ldp,5,0.6556016597510373
lactose,odds,flipping,0.0,ldp,5,0.6639004149377593
lactose,odds,flipping,0.0,ldp,5,0.6514522821576764
lactose,odds,flipping,1.0,ldp,4,0.20124921813744923
lactose,odds,flipping,0.0,ldp,5,0.6597510373443983
lactose,odds,flipping,1.0,ldp,4,0.15705085850710498
lactose,odds,flipping,0.0,ldp,5,0.6431535269709544
lactose,odds,flipping,0.1,ldp,4,0.028218947234543212
lactose,odds,flipping,0.0,ldp,5,0.6224066390041494
lactose,odds,flipping,0.1,ldp,4,0.046696457069901
lactose,odds,flipping,0.1,ldp,4,0.02687445720351256
lactose,odds,flipping,0.1,ldp,4,0.03149904498452216
lactose,odds,flipping,0.1,ldp,4,0.033129157610485405
lactose,odds,flipping,0.1,ldp,4,0.030402170443664223
lactose,odds,flipping,0.1,ldp,4,0.022145911829700604
lactose,odds,flipping,0.1,ldp,4,0.04773430810775203
lactose,odds,flipping,0.1,ldp,5,0.03582954620299017
lactose,odds,flipping,0.1,ldp,5,0.0547050126389087
lactose,odds,flipping,0.1,ldp,5,0.042574839827665745
lactose,odds,flipping,0.1,ldp,5,0.039797800171244124
lactose,odds,flipping,0.1,ldp,5,0.03108058695410243
lactose,odds,flipping,0.1,ldp,5,0.03691628795363233
lactose,odds,flipping,0.1,ldp,5,0.032221512926907114
lactose,odds,flipping,0.1,ldp,5,0.036735164328525305
lactose,odds,flipping,0.1,ldp,5,0.03997892379635126
lactose,odds,flipping,0.2,ldp,4,0.05274002003147804
lactose,odds,flipping,0.1,ldp,5,0.031136797734308108
lactose,odds,flipping,0.2,ldp,4,0.08344859382203773
lactose,odds,flipping,0.2,ldp,4,0.05068777354629683
lactose,odds,flipping,0.2,ldp,4,0.03393120064248423
lactose,odds,flipping,0.2,ldp,4,0.06804979253112031
lactose,odds,flipping,0.2,ldp,4,0.04591085530718775
lactose,odds,flipping,0.2,ldp,4,0.03210759765345539
lactose,odds,flipping,0.2,ldp,4,0.04868156873243201
lactose,odds,flipping,0.2,ldp,5,0.08416543970017398
lactose,odds,flipping,0.2,ldp,5,0.029417656317069607
lactose,odds,flipping,0.2,ldp,5,0.04180855630276148
lactose,odds,flipping,0.2,ldp,5,0.035778342925980366
lactose,odds,flipping,0.2,ldp,5,0.021118901130347645
lactose,odds,flipping,0.2,ldp,5,0.041319769776469006
lactose,odds,flipping,0.2,ldp,5,0.05288597391394878
lactose,odds,flipping,0.2,ldp,5,0.0629768437960112
lactose,odds,flipping,0.2,ldp,5,0.06250836568063178
lactose,odds,flipping,0.3,ldp,4,0.06685539225190995
lactose,odds,flipping,0.2,ldp,5,0.044987284165439734
lactose,odds,flipping,0.3,ldp,4,0.10352027840985134
lactose,odds,flipping,0.3,ldp,4,0.09828173209915958
lactose,odds,flipping,0.3,ldp,4,0.04064328238962911
lactose,odds,flipping,0.3,ldp,4,0.06867091054354268
lactose,odds,flipping,0.3,ldp,4,0.10397537143622004
lactose,odds,flipping,0.3,ldp,4,0.08448701542120707
lactose,odds,flipping,0.3,ldp,4,0.06757557794902191
lactose,odds,flipping,0.3,ldp,5,0.07068116801113367
lactose,odds,flipping,0.3,ldp,5,0.11561381057638864
lactose,odds,flipping,0.3,ldp,5,0.11666084978219005
lactose,odds,flipping,0.3,ldp,5,0.04273085745212746
lactose,odds,flipping,0.3,ldp,5,0.10731505538966668
lactose,odds,flipping,0.3,ldp,5,0.052099172701734475
lactose,odds,flipping,0.3,ldp,5,0.1159684111899344
lactose,odds,flipping,0.3,ldp,5,0.06658333548104434
lactose,odds,flipping,0.3,ldp,5,0.056197005231823915
lactose,odds,flipping,0.4,ldp,4,0.1287284655992701
lactose,odds,flipping,0.3,ldp,5,0.04166129738924251
lactose,odds,flipping,0.4,ldp,4,0.15433563559715247
lactose,odds,flipping,0.4,ldp,4,0.108259812808014
lactose,odds,flipping,0.4,ldp,4,0.13687823369704422
lactose,odds,flipping,0.4,ldp,4,0.12483991598791044
lactose,odds,flipping,0.4,ldp,4,0.1022841719373162
lactose,odds,flipping,0.4,ldp,4,0.13638634833047292
lactose,odds,flipping,0.4,ldp,4,0.12048563085907482
lactose,odds,flipping,0.4,ldp,5,0.14517698888376618
lactose,odds,flipping,0.4,ldp,5,0.12201559818383256
lactose,odds,flipping,0.4,ldp,5,0.12418804718559229
lactose,odds,flipping,0.4,ldp,5,0.10505353209364265
lactose,odds,flipping,0.4,ldp,5,0.1137168429971106
lactose,odds,flipping,0.4,ldp,5,0.12069053839454946
lactose,odds,flipping,0.4,ldp,5,0.13041668345217472
lactose,odds,flipping,0.4,ldp,5,0.13505967931970697
lactose,odds,flipping,0.4,ldp,5,0.14623994672404084
lactose,odds,flipping,0.5,ldp,4,0.1391486263132954
lactose,odds,flipping,0.4,ldp,5,0.13475231801649507
lactose,odds,flipping,0.5,ldp,4,0.103721350314803
lactose,odds,flipping,0.5,ldp,4,0.10639545372541936
lactose,odds,flipping,0.5,ldp,4,0.1278644850999623
lactose,odds,flipping,0.5,ldp,4,0.13964070162202935
lactose,odds,flipping,0.5,ldp,4,0.11025166877142345
lactose,odds,flipping,0.5,ldp,4,0.14039690703776042
lactose,odds,flipping,0.5,ldp,4,0.09639051301395696
lactose,odds,flipping,0.5,ldp,5,0.1390041493775933
lactose,odds,flipping,0.5,ldp,5,0.1402235347149181
lactose,odds,flipping,0.5,ldp,5,0.1514233867705359
lactose,odds,flipping,0.5,ldp,5,0.10207233119577508
lactose,odds,flipping,0.5,ldp,5,0.14306684080953314
lactose,odds,flipping,0.5,ldp,5,0.12980950584685025
lactose,odds,flipping,0.5,ldp,5,0.11612619520115464
lactose,odds,flipping,0.5,ldp,5,0.1654328555262165
lactose,odds,flipping,0.5,ldp,5,0.14599443606186352
lactose,odds,flipping,0.6,ldp,4,0.11966571211501376
lactose,odds,flipping,0.5,ldp,5,0.12240663900414939
lactose,odds,flipping,0.6,ldp,4,0.15162810324214082
lactose,odds,flipping,0.6,ldp,4,0.12572981309440745
lactose,odds,flipping,0.6,ldp,4,0.14774522400320156
lactose,odds,flipping,0.6,ldp,4,0.13578153632285106
lactose,odds,flipping,0.6,ldp,4,0.1132816803143245
lactose,odds,flipping,0.6,ldp,4,0.14886330430717076
lactose,odds,flipping,0.6,ldp,4,0.1263137940476441
lactose,odds,flipping,0.6,ldp,5,0.11362343871769487
lactose,odds,flipping,0.6,ldp,5,0.15404126000818186
lactose,odds,flipping,0.6,ldp,5,0.17672842031441766
lactose,odds,flipping,0.6,ldp,5,0.14408029150957302
lactose,odds,flipping,0.6,ldp,5,0.154193209046812
lactose,odds,flipping,0.6,ldp,5,0.12075320681593193
lactose,odds,flipping,0.6,ldp,5,0.17062632345561146
lactose,odds,flipping,0.6,ldp,5,0.1394464688164796
lactose,odds,flipping,0.6,ldp,5,0.13046317164100518
lactose,odds,flipping,0.7,ldp,4,0.12090276405629108
lactose,odds,flipping,0.6,ldp,5,0.13002085220211895
lactose,odds,flipping,0.7,ldp,4,0.10360550437208438
lactose,odds,flipping,0.7,ldp,4,0.13776958147635876
lactose,odds,flipping,0.7,ldp,4,0.14866994756987995
lactose,odds,flipping,0.7,ldp,4,0.1449172804957809
lactose,odds,flipping,0.7,ldp,4,0.14754367091849802
lactose,odds,flipping,0.7,ldp,4,0.13371314408658797
lactose,odds,flipping,0.7,ldp,4,0.13771215971351058
lactose,odds,flipping,0.7,ldp,5,0.1635519529951644
lactose,odds,flipping,0.7,ldp,5,0.19829194932929373
lactose,odds,flipping,0.7,ldp,5,0.12121012535950293
lactose,odds,flipping,0.7,ldp,5,0.09636849046286466
lactose,odds,flipping,0.7,ldp,5,0.17941118356056118
lactose,odds,flipping,0.7,ldp,5,0.14452056997651896
lactose,odds,flipping,0.7,ldp,5,0.15021771425644181
lactose,odds,flipping,0.7,ldp,5,0.14553915103948878
lactose,odds,flipping,0.7,ldp,5,0.14186153730687168
lactose,odds,flipping,0.8,ldp,4,0.16884549670490606
lactose,odds,flipping,0.7,ldp,5,0.08752291807391688
lactose,odds,flipping,0.8,ldp,4,0.1579318520941071
lactose,odds,flipping,0.8,ldp,4,0.15164782753851286
lactose,odds,flipping,0.8,ldp,4,0.16916337827722272
lactose,odds,flipping,0.8,ldp,4,0.1429548373979983
lactose,odds,flipping,0.8,ldp,4,0.15299279820670575
lactose,odds,flipping,0.8,ldp,4,0.18723944349524035
lactose,odds,flipping,0.8,ldp,4,0.15348076407692518
lactose,odds,flipping,0.8,ldp,5,0.13789056363149088
lactose,odds,flipping,0.8,ldp,5,0.1850134244569197
lactose,odds,flipping,0.8,ldp,5,0.1886062972907005
lactose,odds,flipping,0.8,ldp,5,0.14457207810810557
lactose,odds,flipping,0.8,ldp,5,0.1850134244569197
lactose,odds,flipping,0.8,ldp,5,0.15165097173063236
lactose,odds,flipping,0.8,ldp,5,0.21007297181284879
lactose,odds,flipping,0.8,ldp,5,0.1653189660749106
lactose,odds,flipping,0.8,ldp,5,0.16208448465469605
lactose,odds,flipping,0.9,ldp,4,0.14914970992337423
lactose,odds,flipping,0.9,ldp,4,0.17588490394612372
lactose,odds,flipping,0.8,ldp,5,0.12129305325804696
lactose,odds,flipping,0.9,ldp,4,0.1858791493775933
lactose,odds,flipping,0.9,ldp,4,0.2107193767761969
lactose,odds,flipping,0.9,ldp,4,0.1777513460508276
lactose,odds,flipping,0.9,ldp,4,0.14664530231179607
lactose,odds,flipping,0.9,ldp,4,0.1424366436567695
lactose,odds,flipping,0.9,ldp,4,0.1663564469705911
lactose,odds,flipping,0.9,ldp,5,0.17729736600779022
lactose,odds,flipping,0.9,ldp,5,0.19107076730252476
lactose,odds,flipping,0.9,ldp,5,0.19479286345034513
lactose,odds,flipping,0.9,ldp,5,0.13134550605155393
lactose,odds,flipping,0.9,ldp,5,0.2162423920164836
lactose,odds,flipping,0.9,ldp,5,0.1956290801456368
lactose,odds,flipping,0.9,ldp,5,0.21841656787196206
lactose,odds,flipping,0.9,ldp,5,0.17178604828531735
lactose,odds,flipping,0.9,ldp,5,0.19238766263835044
lactose,odds,flipping,1.0,ldp,4,0.1801021251424446
lactose,odds,flipping,0.9,ldp,5,0.14538256898226753
lactose,odds,flipping,1.0,ldp,4,0.19052194802358596
lactose,odds,flipping,1.0,ldp,4,0.2237867580732455
lactose,odds,flipping,1.0,ldp,4,0.2398037788636943
lactose,odds,flipping,1.0,ldp,4,0.17740243291524493
lactose,odds,flipping,1.0,ldp,4,0.19829514703229295
lactose,odds,flipping,1.0,ldp,4,0.1777882164635472
lactose,odds,flipping,1.0,ldp,4,0.17886747511791223
lactose,odds,flipping,1.0,ldp,5,0.2244255616782767
lactose,odds,flipping,1.0,ldp,5,0.19857859895439167
lactose,odds,flipping,1.0,ldp,5,0.21735953443461464
lactose,odds,flipping,1.0,ldp,5,0.20277147107179205
lactose,odds,flipping,1.0,ldp,5,0.18342328377394868
lactose,odds,flipping,1.0,ldp,5,0.2210174995489807
lactose,odds,flipping,1.0,ldp,5,0.221986975302224
lactose,odds,flipping,1.0,ldp,5,0.23150502367697234
lactose,odds,flipping,1.0,ldp,5,0.21490751330352842
lactose,odds,flipping,1.0,ldp,5,0.16682577340050475
lactose,odds,noise,0.0,ldp,1,0.6348547717842323
lactose,odds,noise,0.0,ldp,1,0.6514522821576764
lactose,odds,noise,0.1,ldp,1,0.04370893845089896
lactose,odds,noise,0.0,ldp,1,0.6307053941908713
lactose,odds,noise,0.0,ldp,1,0.6473029045643154
lactose,odds,noise,0.1,ldp,1,0.036868948824342995
lactose,odds,noise,0.2,ldp,1,0.07543448192915991
lactose,odds,noise,0.1,ldp,1,0.03955956085753798
lactose,odds,noise,0.1,ldp,1,0.048344571230982014
lactose,odds,noise,0.2,ldp,1,0.10217691983883581
lactose,odds,noise,0.2,ldp,1,0.08867640868362492
lactose,odds,noise,0.3,ldp,1,0.1031240025534631
lactose,odds,noise,0.2,ldp,1,0.09223044079619946
lactose,odds,noise,0.3,ldp,1,0.11106766677306101
lactose,odds,noise,0.3,ldp,1,0.090320778806256
lactose,odds,noise,0.4,ldp,1,0.12229195771388057
lactose,odds,noise,0.3,ldp,1,0.1030721353335462
lactose,odds,noise,0.4,ldp,1,0.13171071718998073
lactose,odds,noise,0.4,ldp,1,0.1224498306589259
lactose,odds,noise,0.5,ldp,1,0.13770215219425513
lactose,odds,noise,0.4,ldp,1,0.157712093365464
lactose,odds,noise,0.5,ldp,1,0.1577165190597265
lactose,odds,noise,0.5,ldp,1,0.16031815045510828
lactose,odds,noise,0.6,ldp,1,0.13872324373781064
lactose,odds,noise,0.5,ldp,1,0.16723456743447485
lactose,odds,noise,0.6,ldp,1,0.16063990304742493
lactose,odds,noise,0.6,ldp,1,0.1398930150806199
lactose,odds,noise,0.7,ldp,1,0.16983057468788387
lactose,odds,noise,0.6,ldp,1,0.1608425564018396
lactose,odds,noise,0.7,ldp,1,0.17234977445860028
lactose,odds,noise,0.7,ldp,1,0.17448014122122768
lactose,odds,noise,0.8,ldp,1,0.16821473982258628
lactose,odds,noise,0.7,ldp,1,0.18403849629330793
lactose,odds,noise,0.8,ldp,1,0.1872093736478881
lactose,odds,noise,0.8,ldp,1,0.17565145891320455
lactose,odds,noise,0.9,ldp,1,0.14347546143940476
lactose,odds,noise,0.8,ldp,1,0.17946431087674047
lactose,odds,noise,0.9,ldp,1,0.17319141259245896
lactose,odds,noise,0.9,ldp,1,0.15694227575009173
lactose,odds,noise,1.0,ldp,1,0.17095522521987933
lactose,odds,noise,0.9,ldp,1,0.16979166018650427
lactose,odds,noise,0.0,ldp,1,0.6431535269709544
lactose,odds,noise,0.0,ldp,1,0.6556016597510373
lactose,odds,noise,0.0,ldp,1,0.6058091286307054
lactose,odds,noise,0.0,ldp,1,0.6556016597510373
lactose,odds,noise,0.0,ldp,1,0.6390041493775933
lactose,odds,noise,1.0,ldp,1,0.19313348201815772
lactose,odds,noise,0.0,ldp,2,0.6307053941908713
lactose,odds,noise,0.0,ldp,1,0.6099585062240664
lactose,odds,noise,0.0,ldp,2,0.6265560165975104
lactose,odds,noise,0.0,ldp,2,0.6431535269709544
lactose,odds,noise,0.0,ldp,2,0.6307053941908713
lactose,odds,noise,0.0,ldp,2,0.6265560165975104
lactose,odds,noise,0.0,ldp,2,0.6182572614107884
lactose,odds,noise,0.0,ldp,2,0.6556016597510373
lactose,odds,noise,0.0,ldp,2,0.6182572614107884
lactose,odds,noise,0.0,ldp,2,0.6473029045643154
lactose,odds,noise,1.0,ldp,1,0.177967340476187
lactose,odds,noise,0.0,ldp,2,0.6473029045643154
lactose,odds,noise,0.0,ldp,3,0.6721991701244814
lactose,odds,noise,1.0,ldp,1,0.18549613790927527
lactose,odds,noise,0.1,ldp,1,0.024486860304287705
lactose,odds,noise,0.0,ldp,3,0.6556016597510373
lactose,odds,noise,0.1,ldp,1,0.06200560063773686
lactose,odds,noise,0.1,ldp,1,0.035420779116142276
lactose,odds,noise,0.1,ldp,1,0.07984408399346155
lactose,odds,noise,0.1,ldp,1,0.030418290791734748
lactose,odds,noise,0.0,ldp,3,0.6390041493775933
lactose,odds,noise,0.1,ldp,2,0.04089956894815294
lactose,odds,noise,0.1,ldp,1,-0.01137482710926685
lactose,odds,noise,0.1,ldp,2,0.038172178213672026
lactose,odds,noise,0.1,ldp,2,0.05476968858711606
lactose,odds,noise,0.1,ldp,2,0.03604520001611411
lactose,odds,noise,0.1,ldp,2,0.03675019135479196
lactose,odds,noise,0.1,ldp,2,0.026024251702050583
lactose,odds,noise,0.0,ldp,3,0.6597510373443983
lactose,odds,noise,0.1,ldp,2,0.059642063791441435
lactose,odds,noise,0.1,ldp,2,0.012923928077455127
lactose,odds,noise,0.0,ldp,3,0.6763485477178424
lactose,odds,noise,0.1,ldp,2,0.05891906618047704
lactose,odds,noise,0.1,ldp,2,0.05891906618047704
lactose,odds,noise,0.1,ldp,3,0.06108805901337022
lactose,odds,noise,0.2,ldp,1,0.08501399208723348
lactose,odds,noise,0.0,ldp,3,0.6597510373443983
lactose,odds,noise,0.1,ldp,3,0.04701580116517878
lactose,odds,noise,0.2,ldp,1,0.0715436887365446
lactose,odds,noise,0.2,ldp,1,0.06939456280437484
lactose,odds,noise,0.2,ldp,1,0.09469514417030078
lactose,odds,noise,0.2,ldp,1,0.06959905022745172
lactose,odds,noise,0.1,ldp,3,0.0430445534179974
lactose,odds,noise,0.2,ldp,2,0.08588746702000305
lactose,odds,noise,0.2,ldp,1,0.054554949452520596
lactose,odds,noise,0.2,ldp,2,0.07131522339637719
lactose,odds,noise,0.2,ldp,2,0.08649630317492041
lactose,odds,noise,0.2,ldp,2,0.07888466589955478
lactose,odds,noise,0.2,ldp,2,0.08033752920255244
lactose,odds,noise,0.2,ldp,2,0.06363541267129258
lactose,odds,noise,0.1,ldp,3,0.07894295653631755
lactose,odds,noise,0.0,ldp,3,0.6348547717842323
lactose,odds,noise,0.2,ldp,2,0.08761299119579657
lactose,odds,noise,0.2,ldp,2,0.06011772652706748
lactose,odds,noise,0.2,ldp,2,0.08356352779377718
lactose,odds,noise,0.1,ldp,3,0.0677626891319838
lactose,odds,noise,0.0,ldp,3,0.6431535269709544
lactose,odds,noise,0.2,ldp,2,0.09347854195808314
lactose,odds,noise,0.2,ldp,3,0.09996120978453804
lactose,odds,noise,0.3,ldp,1,0.1201074347865857
lactose,odds,noise,0.1,ldp,3,0.051165178758539764
lactose,odds,noise,0.2,ldp,3,0.06919939346208548
lactose,odds,noise,0.3,ldp,1,0.12195237065151132
lactose,odds,noise,0.3,ldp,1,0.07872982495565695
lactose,odds,noise,0.3,ldp,1,0.11085457803897514
lactose,odds,noise,0.3,ldp,1,0.10690298206241822
lactose,odds,noise,0.2,ldp,3,0.0809304949866585
lactose,odds,noise,0.3,ldp,2,0.1026589725274284
lactose,odds,noise,0.3,ldp,1,0.07889638197556947
lactose,odds,noise,0.3,ldp,2,0.08667274811502013
lactose,odds,noise,0.3,ldp,2,0.10716130907212174
lactose,odds,noise,0.3,ldp,2,0.11039591643458513
lactose,odds,noise,0.3,ldp,2,0.11011501079480246
lactose,odds,noise,0.3,ldp,2,0.09021083974734545
lactose,odds,noise,0.2,ldp,3,0.07901449343504985
lactose,odds,noise,0.1,ldp,3,0.033844670774131336
lactose,odds,noise,0.3,ldp,2,0.11377286597671832
lactose,odds,noise,0.3,ldp,2,0.08418912513824328
lactose,odds,noise,0.2,ldp,3,0.09301521438450899
lactose,odds,noise,0.3,ldp,2,0.12298383841645544
lactose,odds,noise,0.1,ldp,3,0.029517163334590757
lactose,odds,noise,0.3,ldp,2,0.11228344931139711
lactose,odds,noise,0.3,ldp,3,0.13231590164199114
lactose,odds,noise,0.4,ldp,1,0.1291348353821694
lactose,odds,noise,0.2,ldp,3,0.0665306983613475
lactose,odds,noise,0.3,ldp,3,0.11960944185220468
lactose,odds,noise,0.4,ldp,1,0.1380834115758549
lactose,odds,noise,0.4,ldp,1,0.08924388184233478
lactose,odds,noise,0.4,ldp,1,0.13681553258340728
lactose,odds,noise,0.4,ldp,1,0.11299258868395168
lactose,odds,noise,0.3,ldp,3,0.08744772914413024
lactose,odds,noise,0.4,ldp,2,0.14321384584739605
lactose,odds,noise,0.4,ldp,1,0.08803183476468468
lactose,odds,noise,0.4,ldp,2,0.11138260619288609
lactose,odds,noise,0.4,ldp,2,0.127257573213729
lactose,odds,noise,0.4,ldp,2,0.12225373766619252
lactose,odds,noise,0.4,ldp,2,0.11539982998493425
lactose,odds,noise,0.4,ldp,2,0.10710107479821229
lactose,odds,noise,0.3,ldp,3,0.13737749648836717
lactose,odds,noise,0.2,ldp,3,0.05717115596502331
lactose,odds,noise,0.4,ldp,2,0.13826061928860955
lactose,odds,noise,0.4,ldp,2,0.09345496090755334
lactose,odds,noise,0.3,ldp,3,0.13621634752898493
lactose,odds,noise,0.4,ldp,2,0.1357422109226969
lactose,odds,noise,0.2,ldp,3,0.06546991115174539
lactose,odds,noise,0.4,ldp,2,0.1299618641018876
lactose,odds,noise,0.4,ldp,3,0.14257489266783396
lactose,odds,noise,0.5,ldp,1,0.13434295428372978
lactose,odds,noise,0.3,ldp,3,0.11867455009227368
lactose,odds,noise,0.4,ldp,3,0.12597738229438993
lactose,odds,noise,0.5,ldp,1,0.15769872386128303
lactose,odds,noise,0.5,ldp,1,0.11651938793172001
lactose,odds,noise,0.5,ldp,1,0.15644199588549113
lactose,odds,noise,0.5,ldp,1,0.14768762276694908
lactose,odds,noise,0.4,ldp,3,0.11805039215215973
lactose,odds,noise,0.5,ldp,2,0.14705263207136743
lactose,odds,noise,0.5,ldp,1,0.11931973970424264
lactose,odds,noise,0.5,ldp,2,0.12403500819414903
lactose,odds,noise,0.5,ldp,2,0.1462347594639516
lactose,odds,noise,0.5,ldp,2,0.1509985170770044
lactose,odds,noise,0.5,ldp,2,0.14628544162569523
lactose,odds,noise,0.5,ldp,2,0.13573189500718075
lactose,odds,noise,0.4,ldp,3,0.1301267598877509
lactose,odds,noise,0.3,ldp,3,0.11266402579745238
lactose,odds,noise,0.5,ldp,2,0.15364087543731186
lactose,odds,noise,0.5,ldp,2,0.11164933189536985
lactose,odds,noise,0.4,ldp,3,0.14631851768781234
lactose,odds,noise,0.5,ldp,2,0.15262503341585598
lactose,odds,noise,0.3,ldp,3,0.10963133622496757
lactose,odds,noise,0.5,ldp,2,0.16046817067075797
lactose,odds,noise,0.5,ldp,3,0.16351569673512567
lactose,odds,noise,0.6,ldp,1,0.1745709648667167
lactose,odds,noise,0.4,ldp,3,0.13873001632337734
lactose,odds,noise,0.5,ldp,3,0.1474784104513175
lactose,odds,noise,0.6,ldp,1,0.16515579987842588
lactose,odds,noise,0.6,ldp,1,0.11453730818182756
lactose,odds,noise,0.6,ldp,1,0.17267717682655442
lactose,odds,noise,0.6,ldp,1,0.1714716818451258
lactose,odds,noise,0.5,ldp,3,0.1510489673047642
lactose,odds,noise,0.6,ldp,2,0.13743856127316562
lactose,odds,noise,0.6,ldp,1,0.14722104884462173
lactose,odds,noise,0.6,ldp,2,0.15806154810304185
lactose,odds,noise,0.6,ldp,2,0.16984905366648112
lactose,odds,noise,0.6,ldp,2,0.13544354880433768
lactose,odds,noise,0.6,ldp,2,0.11932409639800912
lactose,odds,noise,0.6,ldp,2,0.1269854409619106
lactose,odds,noise,0.5,ldp,3,0.14938689168613506
lactose,odds,noise,0.4,ldp,3,0.1183382552677158
lactose,odds,noise,0.6,ldp,2,0.17748718163655924
lactose,odds,noise,0.6,ldp,2,0.139445766038163
lactose,odds,noise,0.5,ldp,3,0.18163023785868743
lactose,odds,noise,0.6,ldp,2,0.1783274355888464
lactose,odds,noise,0.4,ldp,3,0.12588625970368716
lactose,odds,noise,0.6,ldp,2,0.1706314278928387
lactose,odds,noise,0.6,ldp,3,0.18302168094699223
lactose,odds,noise,0.7,ldp,1,0.15388314070485998
lactose,odds,noise,0.6,ldp,3,0.17267717682655442
lactose,odds,noise,0.5,ldp,3,0.16385901856505558
lactose,odds,noise,0.7,ldp,1,0.1818261937779121
lactose,odds,noise,0.7,ldp,1,0.12889933147921634
lactose,odds,noise,0.7,ldp,1,0.17089886254824016
lactose,odds,noise,0.7,ldp,1,0.15386428923773315
lactose,odds,noise,0.6,ldp,3,0.16473767511111903
lactose,odds,noise,0.7,ldp,2,0.17019611495047426
lactose,odds,noise,0.7,ldp,1,0.1309885491425214
lactose,odds,noise,0.7,ldp,2,0.14666091170240547
lactose,odds,noise,0.7,ldp,2,0.15845072976815722
lactose,odds,noise,0.7,ldp,2,0.15525692294192123
lactose,odds,noise,0.7,ldp,2,0.16501700403118208
lactose,odds,noise,0.7,ldp,2,0.1460949826019839
lactose,odds,noise,0.6,ldp,3,0.1691305467239077
lactose,odds,noise,0.5,ldp,3,0.1354416262443262
lactose,odds,noise,0.7,ldp,2,0.1656541073034849
lactose,odds,noise,0.7,ldp,2,0.14100404252666826
lactose,odds,noise,0.6,ldp,3,0.19928885358858733
lactose,odds,noise,0.7,ldp,2,0.16434835910976991
lactose,odds,noise,0.5,ldp,3,0.1372849823700154
lactose,odds,noise,0.7,ldp,2,0.15822947799088882
lactose,odds,noise,0.7,ldp,3,0.16913972956504086
lactose,odds,noise,0.8,ldp,1,0.1618616797870237
lactose,odds,noise,0.7,ldp,3,0.1691506107999884
lactose,odds,noise,0.6,ldp,3,0.1900914418831255
lactose,odds,noise,0.8,ldp,1,0.1903929122361268
lactose,odds,noise,0.8,ldp,1,0.13454017412152736
lactose,odds,noise,0.8,ldp,1,0.1707037005673639
lactose,odds,noise,0.8,ldp,1,0.16186129223473616
lactose,odds,noise,0.7,ldp,3,0.15124191161535555
lactose,odds,noise,0.8,ldp,2,0.17539813162103896
lactose,odds,noise,0.8,ldp,1,0.15072258657065957
lactose,odds,noise,0.8,ldp,2,0.14941315945465322
lactose,odds,noise,0.8,ldp,2,0.15825556778728095
lactose,odds,noise,0.8,ldp,2,0.16103260887562793
lactose,odds,noise,0.8,ldp,2,0.1676573733413252
lactose,odds,noise,0.8,ldp,2,0.15217585678189777
lactose,odds,noise,0.7,ldp,3,0.16718110727446828
lactose,odds,noise,0.6,ldp,3,0.17308861490214056
lactose,odds,noise,0.8,ldp,2,0.18131594546532304
lactose,odds,noise,0.8,ldp,2,0.1432671078070074
lactose,odds,noise,0.7,ldp,3,0.18981584143310531
lactose,odds,noise,0.8,ldp,2,0.17220086374798887
lactose,odds,noise,0.6,ldp,3,0.17201391177608516
lactose,odds,noise,0.8,ldp,2,0.1644457617071725
lactose,odds,noise,0.8,ldp,3,0.1791379456346855
lactose,odds,noise,0.9,ldp,1,0.18748660330094669
lactose,odds,noise,0.8,ldp,3,0.16988737403675164
lactose,odds,noise,0.9,ldp,1,0.186578336135877
lactose,odds,noise,0.7,ldp,3,0.16894299972148258
lactose,odds,noise,0.9,ldp,1,0.11880347891319121
lactose,odds,noise,0.9,ldp,1,0.1741201782695559
lactose,odds,noise,0.9,ldp,1,0.16772674952876487
lactose,odds,noise,0.8,ldp,3,0.16553476162249126
lactose,odds,noise,0.9,ldp,2,0.15612912300443066
lactose,odds,noise,0.9,ldp,1,0.15930314770440568
