Dataset,GWAS Type,Error Type,Error Rate,Approach,Epsilon,Retention Ratio
lactose,chi2,flipping,0.8,proposed_dp_maf,0.5,0.3756127450980392
lactose,chi2,flipping,0.8,proposed_dp_maf,0.1,0.14199974861739562
lactose,chi2,flipping,0.8,proposed_dp_maf,0.1,0.19119218200100552
lactose,chi2,flipping,0.8,proposed_dp_maf,0.5,0.3882918552036199
lactose,chi2,flipping,0.8,proposed_dp_maf,0.5,0.3686683006535947
lactose,chi2,flipping,0.8,proposed_dp_maf,0.1,0.13700351935646055
lactose,chi2,flipping,0.8,proposed_dp_maf,0.1,0.17625062845651085
lactose,chi2,flipping,0.8,proposed_dp_maf,0.1,0.16009929612870782
lactose,chi2,flipping,0.8,proposed_dp_maf,0.1,0.16583396178984422
lactose,chi2,flipping,0.8,proposed_dp_maf,0.5,0.3839240824534942
lactose,chi2,flipping,0.9,proposed_dp_maf,0.5,0.36220238095238094
lactose,chi2,flipping,0.9,proposed_dp_maf,1.0,0.3843253968253969
lactose,chi2,flipping,0.9,proposed_dp_maf,1.0,0.3530753968253969
lactose,chi2,flipping,0.9,proposed_dp_maf,1.0,0.3693452380952381
lactose,chi2,flipping,0.9,proposed_dp_maf,1.0,0.4001984126984126
lactose,chi2,flipping,0.9,proposed_dp_maf,0.5,0.39821428571428574
lactose,chi2,flipping,0.9,proposed_dp_maf,0.1,0.1998015873015873
lactose,chi2,flipping,0.9,proposed_dp_maf,0.5,0.39543650793650786
lactose,chi2,flipping,0.9,proposed_dp_maf,0.1,0.1692460317460317
lactose,chi2,flipping,0.9,proposed_dp_maf,0.1,0.166468253968254
lactose,chi2,flipping,0.9,proposed_dp_maf,0.1,0.1878968253968254
lactose,chi2,flipping,0.9,proposed_dp_maf,0.5,0.3936507936507937
lactose,chi2,flipping,0.9,proposed_dp_maf,0.5,0.35724206349206344
lactose,chi2,flipping,0.9,proposed_dp_maf,0.5,0.37132936507936504
lactose,chi2,flipping,0.9,proposed_dp_maf,0.5,0.39255952380952386
lactose,chi2,flipping,0.9,proposed_dp_maf,0.1,0.17876984126984125
lactose,chi2,flipping,0.9,proposed_dp_maf,0.5,0.3767857142857143
lactose,chi2,flipping,0.9,proposed_dp_maf,0.1,0.19593253968253965
lactose,chi2,flipping,0.9,proposed_dp_maf,0.5,0.3808531746031746
lactose,chi2,flipping,0.9,proposed_dp_maf,0.1,0.16686507936507933
lactose,chi2,flipping,0.9,proposed_dp_maf,0.1,0.13412698412698415
lactose,chi2,flipping,0.9,proposed_dp_maf,0.1,0.18313492063492065
lactose,chi2,flipping,0.9,proposed_dp_maf,0.1,0.17271825396825402
lactose,chi2,flipping,0.9,proposed_dp_maf,0.5,0.4027777777777778
lactose,chi2,flipping,1.0,proposed_dp_maf,0.5,0.3755482456140351
lactose,chi2,flipping,1.0,proposed_dp_maf,1.0,0.4126461988304094
lactose,chi2,flipping,1.0,proposed_dp_maf,1.0,0.3967470760233919
lactose,chi2,flipping,1.0,proposed_dp_maf,1.0,0.4128289473684211
lactose,chi2,flipping,1.0,proposed_dp_maf,1.0,0.4491959064327485
lactose,chi2,flipping,1.0,proposed_dp_maf,0.1,0.1560672514619883
lactose,chi2,flipping,1.0,proposed_dp_maf,0.5,0.4111842105263158
lactose,chi2,flipping,1.0,proposed_dp_maf,0.5,0.4426169590643274
lactose,chi2,flipping,1.0,proposed_dp_maf,0.1,0.15387426900584794
lactose,chi2,flipping,1.0,proposed_dp_maf,0.1,0.12902046783625726
lactose,chi2,flipping,1.0,proposed_dp_maf,0.1,0.1670321637426901
lactose,chi2,flipping,1.0,proposed_dp_maf,0.5,0.38687865497076024
lactose,chi2,flipping,1.0,proposed_dp_maf,0.5,0.4064327485380117
lactose,chi2,flipping,1.0,proposed_dp_maf,0.5,0.3806652046783625
lactose,chi2,flipping,1.0,proposed_dp_maf,0.1,0.13340643274853797
lactose,chi2,flipping,1.0,proposed_dp_maf,0.5,0.4155701754385965
lactose,chi2,flipping,1.0,proposed_dp_maf,0.1,0.17086988304093564
lactose,chi2,flipping,1.0,proposed_dp_maf,0.5,0.4029605263157895
lactose,chi2,flipping,1.0,proposed_dp_maf,0.5,0.3806652046783625
lactose,chi2,flipping,1.0,proposed_dp_maf,0.1,0.16849415204678359
lactose,chi2,flipping,1.0,proposed_dp_maf,0.1,0.1429093567251462
lactose,chi2,flipping,1.0,proposed_dp_maf,0.1,0.11038011695906436
lactose,chi2,flipping,1.0,proposed_dp_maf,0.1,0.16319444444444448
lactose,chi2,flipping,1.0,proposed_dp_maf,0.5,0.42909356725146197
lactose,chi2,flipping,0.0,proposed_dp_maf,1.0,0.5243055555555556
lactose,chi2,flipping,0.0,proposed_dp_maf,1.0,0.5486111111111112
lactose,chi2,flipping,0.0,proposed_dp_maf,1.0,0.5277777777777778
lactose,chi2,flipping,0.0,proposed_dp_maf,1.0,0.5520833333333334
lactose,chi2,flipping,0.0,proposed_dp_maf,1.0,0.5486111111111112
lactose,chi2,flipping,0.0,proposed_dp_maf,1.0,0.5416666666666666
lactose,chi2,noise,0.0,proposed_dp_maf,0.1,0.5902777777777778
lactose,chi2,noise,0.0,proposed_dp_maf,0.1,0.5763888888888888
lactose,chi2,noise,0.0,proposed_dp_maf,0.1,0.5555555555555556
lactose,chi2,noise,0.0,proposed_dp_maf,0.1,0.5798611111111112
lactose,chi2,noise,0.0,proposed_dp_maf,0.1,0.5902777777777778
lactose,chi2,noise,0.0,proposed_dp_maf,0.1,0.5763888888888888
lactose,chi2,noise,0.0,proposed_dp_maf,0.1,0.6006944444444444
lactose,chi2,noise,0.0,proposed_dp_maf,0.1,0.5902777777777778
lactose,chi2,noise,0.0,proposed_dp_maf,0.5,0.53125
lactose,chi2,noise,0.0,proposed_dp_maf,0.5,0.5763888888888888
lactose,chi2,noise,0.0,proposed_dp_maf,0.5,0.5451388888888888
lactose,chi2,noise,0.0,proposed_dp_maf,0.1,0.5763888888888888
